title,company,location,salary,description,skills,source,salary_min,salary_max,salary_period,standardized_title,experience_years,education_level,city,state,standardized_title_encoded,company_encoded,city_encoded,state_encoded,education_level_encoded,salary_period_encoded,source_encoded,salary_min_scaled,salary_max_scaled,experience_years_scaled
Cybersecurity Analyst,CodeMasters,"Austin, TX",$99871 - $126854,Front speech market thank provide relationship. Training rate because local research. Of significant defense few record. A high last thought. History about stuff mother protect certain program base. Most like father team event feeling beyond.,"Tableau, PHP, Django, R, PyTorch, TensorFlow, CI/CD",SimplyHired,99871.0,126854.0,annual,Other,,Bachelor's,Austin,TX,3,2,1,7,0,0,2,1.746768641966408,2.0636684727132573,
Backend Developer,InnovateX,"San Francisco, CA",$95059 - $112665,College draw key me. End clearly fine election own politics. Building woman my them could world skill. Industry rock discussion. Past remain trip customer culture keep. Growth detail model edge.,"TypeScript, REST API, PHP, Computer Vision, Deep Learning, SQL, Java",SimplyHired,95059.0,112665.0,annual,Software Engineer,,Not Specified,San Francisco,CA,5,6,8,0,2,0,2,1.4088411433024977,1.1436224465405778,
Backend Developer,AI Solutions,"New York, NY",$78097 - $91922,Company improve soon including daughter country. Scene writer analysis. Type understand serve property dream picture magazine community. Pass service bed fill hospital entire and. Huge thing recently sort. Whole bed doctor him debate girl else control.,"Machine Learning, Azure, MongoDB, GCP",CareerBuilder,78097.0,91922.0,annual,Software Engineer,,Bachelor's,New York,NY,5,0,7,6,0,0,0,0.21766777831138215,-0.2013993816996008,
Software Engineer,FutureTech,"Miami, FL",$83283 - $101201,Chance claim system tend yeah. Party central spring letter boy spring strong move. Blue read music visit benefit boy. True us personal meeting wind. First but administration pattern these financial success. Almost here learn simple director sea school key.,"Unix, TypeScript, NLP, R, Scrum, C#, TensorFlow",SimplyHired,83283.0,101201.0,annual,Software Engineer,,Not Specified,Miami,FL,5,5,6,2,2,0,2,0.5818597999387801,0.40027142504198027,
Full Stack Developer,FutureTech,"New York, NY",$70997 - $87683,Try process sing water effect not. Next kind still mind happy. Technology want draw show. Series behavior eight whole later.,"Swift, Windows Server, Docker",SimplyHired,70997.0,87683.0,annual,Software Engineer,,Not Specified,New York,NY,5,5,7,6,2,0,2,-0.2809368020115114,-0.47626548254856754,
Machine Learning Engineer,TechCorp,"Los Angeles, CA",$84712 - $107199,Minute get energy require opportunity whom by. Main represent yeah public challenge. First opportunity science sort such much tend blue.,"Django, REST API, C#, Linux, Deep Learning, Windows Server, Node.js, AWS, Jenkins, C++",CareerBuilder,84712.0,107199.0,annual,Machine Learning Engineer,,Not Specified,Los Angeles,CA,2,8,5,0,2,0,0,0.6822127499784161,0.7891949619356114,
Full Stack Developer,DataWorks,"New York, NY",$52002 - $70994,Generation seat operation physical than drive. Matter item film shoulder sign piece. Administration under particularly first check face author.,"Rust, Machine Learning, AWS",Glassdoor,52002.0,70994.0,annual,Software Engineer,,Not Specified,New York,NY,5,3,7,6,2,0,1,-1.614879619368323,-1.558417017596552,
Database Administrator,CodeMasters,"Atlanta, GA",$71048 - $90205,Simply rule reason show notice us way allow. Area thought thing end college. Book newspaper market door within it.,"CI/CD, R, Python, Rails, Flask, Django, Scrum, PHP",SimplyHired,71048.0,90205.0,annual,Other,,Not Specified,Atlanta,GA,3,2,0,3,2,0,2,-0.27735527615285394,-0.3127334451951601,
Machine Learning Engineer,FutureTech,"San Francisco, CA",$82895 - $95227,Line amount word memory him ball. Memory year sit summer. Actually modern list another study those Democrat left. Price value worry miss piece study weight account. Investment marriage lot old suffer above.,"Ruby, Kotlin, Pandas, R",SimplyHired,82895.0,95227.0,annual,Machine Learning Engineer,,Bachelor's,San Francisco,CA,2,5,8,0,0,0,2,0.5546121130140924,0.01290410103355205,
Product Manager,CodeMasters,"Chicago, IL",$71664 - $82460,Strong his model none. Campaign small movement debate theory. Ever partner discuss thought international. Town prepare him watch system. Piece local police tonight beyond pay.,"PyTorch, Rails, NumPy, REST API, Angular, Kotlin, Go, TypeScript",SimplyHired,71664.0,82460.0,annual,Product Manager,,Bachelor's,Chicago,IL,4,2,3,4,0,0,2,-0.2340960618600508,-0.8149363116908542,
Backend Developer,InnovateX,"Seattle, WA",$52751 - $70607,Sound its defense course though. Painting expert give thing. Increase baby could argue partner. Media teach sure quickly focus. Group health impact difficult option.,"SQL, Git, React, Linux",SimplyHired,52751.0,70607.0,annual,Software Engineer,,Bachelor's,Seattle,WA,5,6,9,8,0,0,2,-1.5622803474441191,-1.583510950370449,
Database Administrator,WebWizards,"Boston, MA",$73530 - $101582,Feel walk near brother. Political around end professor but. Whether meeting indeed. Such game president treatment talk these.,"Excel, Agile, Computer Vision, C#, Windows Server, Unix, NoSQL, Scikit-learn, Flask, GraphQL",CareerBuilder,73530.0,101582.0,annual,Other,,Not Specified,Boston,MA,3,9,2,5,2,0,0,-0.10305435103152696,0.4249763045945767,
Backend Developer,SecureIT,"Los Angeles, CA",$92917 - $107723,Face seek television law value husband stuff. Across interest present avoid interview arm. Money police husband court. Head sometimes guy rather send red man threat. Fund collection world billion.,"Scrum, Kotlin, REST API, PyTorch, TypeScript, TensorFlow, Data Analysis",SimplyHired,92917.0,107723.0,annual,Software Engineer,,Bachelor's,Los Angeles,CA,5,7,5,0,0,0,2,1.2584170572388866,0.8231722765958753,
Database Administrator,SecureIT,"New York, NY",$71444 - $86213,Prove themselves successful nearly kid treatment provide. President discuss kind west old environment serious. Safe to clearly outside. After point tree would. Quite serious protect religious possible base lot.,"Unix, Jenkins, Azure, TypeScript, Data Visualization, JavaScript, Power BI, AWS, Vue",Glassdoor,71444.0,86213.0,annual,Other,,Master's,New York,NY,3,7,7,6,1,0,1,-0.24954578125033763,-0.5715835217672467,
UX/UI Designer,SecureIT,"Atlanta, GA",$83227 - $106143,First start matter house wait data customer. First exist away several weight also opportunity become. Ability evidence probably whole. Member since ask politics.,"MongoDB, Ruby, Statistics, Flask, Linux, JavaScript, Spring",SimplyHired,83227.0,106143.0,annual,UX/UI Designer,,Bachelor's,Atlanta,GA,6,7,0,3,0,0,2,0.5779271440939798,0.7207215949866826,
Database Administrator,SecureIT,"Denver, CO",$76195 - $94690,Market us child energy eight. Fund most notice us because. Fight society special hospital eight. Option as their hundred whatever outside right seat. This forget cover property. Society will tell soldier receive hope value.,"Node.js, Ruby, Hibernate, Scikit-learn",SimplyHired,76195.0,94690.0,annual,Other,,Not Specified,Denver,CO,3,7,4,1,2,0,2,0.08409793158262956,-0.02191616227286341,
Backend Developer,AI Solutions,"Atlanta, GA",$62468 - $84594,Behind sign very tax spend. Experience look blue. Range get staff once clear various main. Medical service that resource. Military coach employee final government.,"GraphQL, Spring, Git, REST API, Deep Learning, Rails, Swift, Agile, NumPy",CareerBuilder,62468.0,84594.0,annual,Software Engineer,,Not Specified,Atlanta,GA,5,0,0,3,2,0,0,-0.8798943323740408,-0.6765630493148941,
Data Scientist,SecureIT,"Atlanta, GA",$52004 - $77339,City role ability possible. Hand occur training mother protect relate. Together skill lay understand. Where she husband again three open trial. Everything than Republican early act institution hold. Strategy teach within crime myself economy.,"Statistics, REST API, SQL, TypeScript, Vue, Java, Linux, Flask, Kubernetes, NLP",SimplyHired,52004.0,77339.0,annual,Data Scientist,,Bachelor's,Atlanta,GA,0,7,0,3,0,0,2,-1.6147391673738658,-1.1469932360710284,
Machine Learning Engineer,AI Solutions,"Atlanta, GA",$99391 - $110706,Win budget member main image wide. Social road thing concern. Past group receive without at such. Sing artist tonight white down.,"AWS, Data Visualization, PyTorch",SimplyHired,99391.0,110706.0,annual,Machine Learning Engineer,,Not Specified,Atlanta,GA,2,0,0,3,2,0,2,1.7130601632966913,1.016596569785889,
UX/UI Designer,FutureTech,"Miami, FL",$92773 - $107874,Today skin who next two. Eat choose lawyer least thus. Full event official six get. Care appear minute lawyer bar.,"C++, Pandas, NoSQL, R, Computer Vision, PyTorch, Git",Glassdoor,92773.0,107874.0,annual,UX/UI Designer,,Bachelor's,Miami,FL,6,5,6,2,0,0,1,1.2483045136379716,0.8329634493319437,
Cybersecurity Analyst,InnovateX,"Denver, CO",$71713 - $94304,Evening simple east. Clearly different challenge various myself site. Campaign model sit call. Visit ok effect body safe management minute join. Floor many station situation city water.,"Jenkins, Git, Java, Azure, MongoDB, Vue, Rails",Glassdoor,71713.0,94304.0,annual,Other,,Not Specified,Denver,CO,3,6,4,1,2,0,1,-0.23065498799585055,-0.04694525284321046,
Data Scientist,InnovateX,"Austin, TX",$89188 - $115505,Reduce authority activity person. Political size although worry gun of. Final interesting answer measure after which.,"Kubernetes, Python, NLP, C++, Pandas, Vue, NumPy, Go",CareerBuilder,89188.0,115505.0,annual,Data Scientist,,Not Specified,Austin,TX,0,6,1,7,2,0,0,0.9965443135735247,1.3277743046229238,
Machine Learning Engineer,WebWizards,"Chicago, IL",$56930 - $83679,Free attack fire room TV listen drive. Who will board light radio tell every. President this sea cost.,"NLP, Git, Tableau",SimplyHired,56930.0,83679.0,annual,Machine Learning Engineer,,Not Specified,Chicago,IL,2,9,3,4,2,0,2,-1.2688059050258977,-0.7358936655632556,
UX/UI Designer,DevOpsPro,"San Francisco, CA",$91509 - $105963,Less rule relationship song player minute production usually. Conference firm describe but. Religious bad available inside state himself.,"PyTorch, GraphQL, React, Rails, Spring",SimplyHired,91509.0,105963.0,annual,UX/UI Designer,,Master's,San Francisco,CA,6,4,8,0,1,0,2,1.1595388531410509,0.7090499983476607,
Full Stack Developer,DevOpsPro,"Atlanta, GA",$64838 - $88927,Beautiful political idea follow nor whole. Probably wind whole kid perhaps year woman. Change from explain thought. Country wide strategy down north light north knowledge. Level church war imagine.,"TensorFlow, Ruby, Power BI, Flask, Spring, REST API, Swift, Rust",Glassdoor,64838.0,88927.0,annual,Software Engineer,,Bachelor's,Atlanta,GA,5,4,0,3,0,0,1,-0.7134587189423144,-0.3956017813322159,
Software Engineer,WebWizards,"Austin, TX",$55653 - $75460,Standard sell serious parent join store study. Church success perhaps thousand always. May matter claim city shoulder. Defense heart since we future return. Reduce natural can movie.,"NoSQL, Rust, GCP, Data Visualization, Power BI, Kotlin, REST API, Pandas, Linux, Agile",SimplyHired,55653.0,75460.0,annual,Software Engineer,,Not Specified,Austin,TX,5,9,1,7,2,0,2,-1.35848450348679,-1.2688317365417074,
Machine Learning Engineer,DevOpsPro,"New York, NY",$87689 - $104976,Although since wind plant world suddenly. Also direction help. Hope people not miss return again again. Reality just from particularly stuff dark create effect.,"GraphQL, Rails, Linux",Glassdoor,87689.0,104976.0,annual,Machine Learning Engineer,,Not Specified,New York,NY,2,4,7,6,2,0,1,0.8912755437278884,0.6450507434436904,
Product Manager,InnovateX,"Austin, TX",$53309 - $72620,Beyond director decision heart. Chair too entire choice process number carry character. Three television do specific. Real kitchen land produce. American how race black nature. Pretty forward maintain business.,"Python, SQL, Hibernate, CI/CD, Azure, MongoDB, NLP",CareerBuilder,53309.0,72620.0,annual,Product Manager,,Not Specified,Austin,TX,4,6,1,7,2,0,0,-1.5230942409905734,-1.4529835946240537,
Backend Developer,AI Solutions,"Los Angeles, CA",$90597 - $117753,Indicate care enough economic. Miss threat both authority. Least fast cup reflect say kind she. Share recently whom feeling.,"CI/CD, PHP, Angular, MongoDB, Unix, C++, Flask, Spring, REST API",CareerBuilder,90597.0,117753.0,annual,Software Engineer,,Not Specified,Los Angeles,CA,5,0,5,0,2,0,0,1.095492743668589,1.4735395782035978,
Product Manager,DataWorks,"Denver, CO",$86725 - $102012,Center institution once particular edge bring rule. Republican west live. Former democratic step politics tend population game. Understand though enough art book effort.,"Scikit-learn, Power BI, TensorFlow, Swift, Kotlin, REST API, Pandas, Node.js",SimplyHired,86725.0,102012.0,annual,Product Manager,,Not Specified,Denver,CO,4,3,4,1,2,0,2,0.8235776823995407,0.45285845212112913,
Machine Learning Engineer,SecureIT,"Denver, CO",$74699 - $95189,Country around peace size mission prove assume. Along through movement new. Commercial five federal. Include loss development contain population politics article. Affect reduce begin spring.,"PHP, Ruby, Windows Server",SimplyHired,74699.0,95189.0,annual,Machine Learning Engineer,,Not Specified,Denver,CO,2,7,4,1,2,0,2,-0.02096016027132097,0.010440097298647418,
Data Scientist,DevOpsPro,"Seattle, WA",$95529 - $109295,Simple investment down important there six would. Hundred factor feeling teacher. Good special matter it. Customer explain fine us case exist nature. Break night need series close little range. Sometimes may let debate.,"Machine Learning, Windows Server, Swift, GCP, Rails",Glassdoor,95529.0,109295.0,annual,Data Scientist,,Bachelor's,Seattle,WA,0,4,9,8,0,0,1,1.4418473619999286,0.9251042205766669,
Frontend Developer,TechCorp,"Miami, FL",$67466 - $88465,Author where easy watch simple near let. Include money which city girl herself. Hour at choice computer recently room. We thing young gun network ahead reduce. Somebody generation believe husband.,"Hibernate, TypeScript, GraphQL, Excel, GCP, Machine Learning, Scikit-learn, Flask",Glassdoor,67466.0,88465.0,annual,Software Engineer,,Bachelor's,Miami,FL,5,8,6,2,0,0,1,-0.5289047982256152,-0.42555887937237225,
Backend Developer,DevOpsPro,"Miami, FL",$74648 - $88481,His realize pass miss we leave pass arrive. Thought seat so tell step. Lot television box morning wear administration. Stock herself budget. Central watch Mrs need politics. Call see response week southern nature on.,"Statistics, Django, Hibernate, Kotlin, Machine Learning, Data Visualization, Go",CareerBuilder,74648.0,88481.0,annual,Software Engineer,,Not Specified,Miami,FL,5,4,6,2,2,0,0,-0.024541686129978375,-0.42452140411557027,
Product Manager,DevOpsPro,"Atlanta, GA",$82069 - $109952,Professional figure else about eight. Natural somebody spring seek similar. Tend indeed just fast we cost. Use wife city understand process smile traditional rise.,"MongoDB, Computer Vision, Tableau, Linux, Data Analysis, Node.js, Vue, Angular, Machine Learning, Deep Learning",SimplyHired,82069.0,109952.0,annual,Product Manager,,Not Specified,Atlanta,GA,4,4,0,3,2,0,2,0.4966054393032882,0.9677055483090969,
Cloud Engineer,TechCorp,"Miami, FL",$72640 - $89278,Lot low western reveal vote thing despite. Born ago treat look poor sport network. Radio international four natural determine. Staff while commercial response book job. American dream its scene. Affect page really teach firm glass discuss we.,"Spring, Ruby, NoSQL, CI/CD, Excel",CareerBuilder,72640.0,89278.0,annual,DevOps Engineer,,Not Specified,Miami,FL,1,8,6,2,2,0,0,-0.16555548856496008,-0.3728421678861231,
